feature,kind,nunique,pct_null,std,n_normal,n_fault,mean_normal,std_normal,mean_fault,std_fault,auc,auc_dist,d_pooled,quyet_dinh,ly_do
link-h2-s1.traffic.qdiscDropDelta,numeric,11,2.0,1380.5388921189656,59,88,0.0,0.0,1881.8522727272727,1326.9073934526755,0.8352272727272727,0.6704545454545454,1.8309196628335886,GIU,có biến thiên và có tách biệt đo được
link-h2-s1.traffic.qdiscSentDelta,numeric,27,2.0,679.7659312401669,59,88,272.8135593220339,4.4507828690335245,1199.1363636363637,653.5125636484696,0.8300269645608629,0.6600539291217258,1.8298945962668232,GIU,có biến thiên và có tách biệt đo được
link-h3-s1.traffic.lossPct,numeric,25,2.0,30.636587823330146,59,88,0.0,0.0,40.75853409090909,30.011586052358762,0.8295454545454546,0.6590909090909092,1.7532909176533553,GIU,có biến thiên và có tách biệt đo được
link-h3-s1.traffic.qdiscDropDelta,numeric,18,2.0,1364.7914832834956,59,88,0.0,0.0,1809.1704545454545,1340.5386824396498,0.8295454545454546,0.6590909090909092,1.7423063162820476,GIU,có biến thiên và có tách biệt đo được
link-s3-srv2.traffic.lossPct,numeric,27,2.0,4.734939350259762,59,88,0.0,0.0,6.2519431818181825,4.664286029945889,0.8238636363636364,0.6477272727272727,1.7304307432519481,GIU,có biến thiên và có tách biệt đo được
link-s3-srv2.traffic.qdiscDropDelta,numeric,6,2.0,86.79316660574719,59,88,0.0,0.0,114.55681818181819,85.52177352044043,0.8238636363636364,0.6477272727272727,1.7292931407955054,GIU,có biến thiên và có tách biệt đo được
link-h2-s1.traffic.rxRate,numeric,91,0.0,2932.339452483683,60,90,5821.757166666667,782.3382222371549,1920.6688888888891,2798.9099432009803,0.18601851851851853,0.627962962962963,1.7525382910695924,GIU,có biến thiên và có tách biệt đo được
link-s1-s3.traffic.txRate,numeric,148,0.0,1098604.4182579503,60,90,264420.5345,34834.80385690639,1725308.1218888892,1075416.264360843,0.8124074074074074,0.6248148148148147,1.7511569266283016,GIU,có biến thiên và có tách biệt đo được
host-srv2.traffic.txRate,numeric,90,0.0,2930.9844923331784,60,90,5815.382833333334,780.5444142024741,1921.0248888888889,2800.656548025534,0.1937037037037037,0.6125925925925926,1.7486743331557335,GIU,có biến thiên và có tách biệt đo được
link-s1-s3.traffic.rxRate,numeric,90,0.0,2928.243470576357,60,90,5807.563833333333,782.4221172030136,1920.225555555555,2799.453449730722,0.19462962962962962,0.6107407407407408,1.746029616481324,GIU,có biến thiên và có tách biệt đo được
host-h2.traffic.rxRate,numeric,91,0.0,2927.249374772714,60,90,5807.413666666668,777.6879734774176,1920.6641111111114,2798.9179973588166,0.1986111111111111,0.6027777777777779,1.746601721768492,GIU,có biến thiên và có tách biệt đo được
link-s3-srv2.traffic.rxRate,numeric,90,0.0,2923.9247975443195,60,90,5793.755666666666,778.3743261556049,1921.2458888888889,2800.956932954331,0.20425925925925925,0.5914814814814815,1.7389229407687383,GIU,có biến thiên và có tách biệt đo được
link-h2-s1.traffic.txRate,numeric,148,0.0,1098371.9683230296,60,90,265178.2045,35021.72580097464,1725311.394111111,1075429.153183052,0.785,0.5700000000000001,1.7502251275348082,GIU,có biến thiên và có tách biệt đo được
host-srv2.traffic.rxRate,numeric,148,0.0,972917.5098341611,60,90,530064.2833333334,69616.28592247526,1812192.0867777774,957372.9451568053,0.7542592592592593,0.5085185185185186,1.7239560642906018,GIU,có biến thiên và có tách biệt đo được
host-h2.traffic.txRate,numeric,148,0.0,1098404.0047433993,60,90,265089.3186666667,34830.04664697138,1725318.5316666665,1075435.3219915456,0.7422222222222222,0.48444444444444446,1.7503369069966361,GIU,có biến thiên và có tách biệt đo được
link-h3-s1.traffic.txRate,numeric,145,0.0,1127589.3591000943,60,90,264838.65033333335,34944.66400188194,1648230.258,1163486.4101211913,0.6941666666666667,0.3883333333333334,1.532815420637005,GIU,có biến thiên và có tách biệt đo được
link-h3-s1.traffic.qdiscSentDelta,numeric,34,2.0,715.0951677683283,59,88,273.6271186440678,2.9237334722432156,1122.9431818181818,751.8618324701632,0.6884630200308166,0.3769260400616332,1.4583221925795107,GIU,có biến thiên và có tách biệt đo được
host-h3.traffic.txRate,numeric,145,0.0,1127208.4613766694,60,90,264970.12166666664,34813.79501151699,1648235.248,1162931.8027341403,0.6863888888888889,0.3727777777777779,1.5334092091796447,GIU,có biến thiên và có tách biệt đo được
host-h1.traffic.rxBytes,cumulative,72,0.0,114791.08620042607,60,90,197563.63333333333,105735.13977955608,387679.26666666666,5378.290279687799,1.0,1.0,2.842218642267914,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-h1.traffic.txBytes,cumulative,150,0.0,80952887.78074208,60,90,8770578.5,4715333.651070952,136469670.31111112,66034228.29444227,1.0,1.0,2.4895553264995427,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-h2.traffic.rxBytes,cumulative,93,0.0,129745.37093012528,60,90,194768.66666666666,103887.61945041113,406507.4666666667,53786.95176617308,1.0,1.0,2.7239732792497366,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-h2.traffic.txBytes,cumulative,150,0.0,70496585.46695873,60,90,8762027.1,4712920.234533286,125673027.46666667,52694847.42938989,1.0,1.0,2.8534786787853266,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-h3.traffic.rxBytes,cumulative,84,0.0,118850.85337766638,60,90,195606.73333333334,104278.0522699567,394511.9555555555,20896.77966476062,1.0,1.0,2.9335056890345244,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-h3.traffic.txBytes,cumulative,147,0.0,69366928.1851895,60,90,8753231.2,4711704.417915535,124092283.42222223,51574375.00294068,1.0,1.0,2.875942004758346,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-srv1.traffic.rxBytes,cumulative,150,0.0,84851851.2921748,60,90,17491503.3,9400510.982928613,154079270.2,66698887.87449349,1.0,1.0,2.623543579961561,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-srv1.traffic.txBytes,cumulative,150,0.0,12307785.999766665,60,90,9167967.733333332,4922297.749579008,30661468.31111111,7118819.438853659,1.0,1.0,3.3927469067707383,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-srv2.traffic.rxBytes,cumulative,150,0.0,75627443.74048479,60,90,17534661.133333333,9422523.714946467,144534737.86666667,54702882.02615812,1.0,1.0,2.9648319481878116,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-srv2.traffic.txBytes,cumulative,92,0.0,131055.59739601408,60,90,195270.73333333334,104046.98740242749,408933.3333333333,55786.27686109256,1.0,1.0,2.7163337591393604,LOAI,BỘ ĐẾM CỘNG DỒN: phụ thuộc thời gian từ lúc interface/reset; có thể làm mô hình học tuổi/thứ tự run thay vì sức khỏe mạng
host-h1.status.state_up,numeric,1,0.0,0.0,60,90,1.0,0.0,1.0,0.0,0.5,0.0,,LOAI,hằng số trên TOÀN BỘ dataset -> không mang thông tin
host-h2.status.state_up,numeric,1,0.0,0.0,60,90,1.0,0.0,1.0,0.0,0.5,0.0,,LOAI,hằng số trên TOÀN BỘ dataset -> không mang thông tin
host-h3.status.state_up,numeric,1,0.0,0.0,60,90,1.0,0.0,1.0,0.0,0.5,0.0,,LOAI,hằng số trên TOÀN BỘ dataset -> không mang thông tin
host-srv1.status.state_up,numeric,1,0.0,0.0,60,90,1.0,0.0,1.0,0.0,0.5,0.0,,LOAI,hằng số trên TOÀN BỘ dataset -> không mang thông tin
host-srv2.status.state_up,numeric,1,0.0,0.0,60,90,1.0,0.0,1.0,0.0,0.5,0.0,,LOAI,hằng số trên TOÀN BỘ dataset -> không mang thông tin
switch-s1.status.state_up,numeric,1,0.0,0.0,60,90,1.0,0.0,1.0,0.0,0.5,0.0,,LOAI,hằng số trên TOÀN BỘ dataset -> không mang thông tin
switch-s2.status.state_up,numeric,1,0.0,0.0,60,90,1.0,0.0,1.0,0.0,0.5,0.0,,LOAI,hằng số trên TOÀN BỘ dataset -> không mang thông tin
switch-s3.status.state_up,numeric,1,0.0,0.0,60,90,1.0,0.0,1.0,0.0,0.5,0.0,,LOAI,hằng số trên TOÀN BỘ dataset -> không mang thông tin
