run_id,tick,y,score,judgeable,alarm_q01
F-admin_down-s1-s3-s3002-r1,48,0,-0.36317492177362365,True,False
F-admin_down-s1-s3-s3002-r1,49,0,-0.362066953354553,True,False
F-admin_down-s1-s3-s3002-r1,50,0,-0.36250046163222277,True,False
F-admin_down-s1-s3-s3002-r1,51,0,-0.3633782006103295,True,False
F-admin_down-s1-s3-s3002-r1,52,0,-0.3572552986238844,True,False
F-admin_down-s1-s3-s3002-r1,53,0,-0.3642860441762165,True,False
F-admin_down-s1-s3-s3002-r1,54,0,-0.36078453179106434,True,False
F-admin_down-s1-s3-s3002-r1,55,0,-0.37735176796328335,True,False
F-admin_down-s1-s3-s3002-r1,56,0,-0.36382069861025507,True,False
F-admin_down-s1-s3-s3002-r1,57,0,-0.36273445099143026,True,False
F-admin_down-s1-s3-s3002-r1,58,0,-0.36078606254111834,True,False
F-admin_down-s1-s3-s3002-r1,59,0,-0.39731460720616374,True,False
F-degrade-s1-s2-s3003-r1,1,0,,False,False
F-degrade-s1-s2-s3003-r1,2,0,-0.3650670113902143,True,False
F-degrade-s1-s2-s3003-r1,3,0,-0.3611355973126916,True,False
F-degrade-s1-s2-s3003-r1,4,0,-0.4853249602465482,True,False
F-degrade-s1-s2-s3003-r1,5,0,-0.41410420705231143,True,False
F-degrade-s1-s2-s3003-r1,6,0,-0.37122315584361015,True,False
F-degrade-s1-s2-s3003-r1,7,0,-0.382312631381417,True,False
F-degrade-s1-s2-s3003-r1,8,0,-0.37091410226895377,True,False
F-degrade-s1-s2-s3003-r1,9,0,-0.37607889430303126,True,False
F-degrade-s1-s2-s3003-r1,10,0,-0.38826056836725625,True,False
F-degrade-s1-s2-s3003-r1,11,0,-0.3984425817685883,True,False
F-degrade-s1-s2-s3003-r1,12,0,-0.3667018074913681,True,False
F-degrade-s1-s2-s3003-r1,13,0,-0.3650030474529444,True,False
F-degrade-s1-s2-s3003-r1,14,0,-0.37526176406024137,True,False
F-degrade-s1-s2-s3003-r1,15,0,-0.3747987515406347,True,False
F-degrade-s1-s2-s3003-r1,16,0,-0.3704790207188973,True,False
F-degrade-s1-s2-s3003-r1,17,0,-0.3781334165507011,True,False
F-degrade-s1-s2-s3003-r1,18,0,-0.3687791660723589,True,False
F-degrade-s1-s2-s3003-r1,19,0,-0.3760427785849877,True,False
F-degrade-s1-s2-s3003-r1,20,0,-0.38086751751080455,True,False
F-degrade-s1-s2-s3003-r1,21,1,,False,False
F-degrade-s1-s2-s3003-r1,22,1,,False,False
F-degrade-s1-s2-s3003-r1,23,1,-0.39594948980176076,True,False
F-degrade-s1-s2-s3003-r1,24,1,-0.4152890724377925,True,False
F-degrade-s1-s2-s3003-r1,25,1,-0.4441979545742502,True,False
F-degrade-s1-s2-s3003-r1,26,1,-0.40610695340159075,True,False
